Ahuyama,Arveja verde en vaina,Cebolla cabezona blanca,Cebolla junca,Chocolo mazorca,Fríjol verde*,Habichuela,Lechuga batavia,Pepino cohombro,Pimentón,Remolacha,Zanahoria,Aguacate *,Banano*,Granadilla,Guayaba*,Limón común,Limón Tahití,Lulo,Mandarina*,Mango tommy,Manzana royal gala,Maracuyá,Mora de Castilla,Naranja*,Papaya maradol,Piña *,Tomate de árbol,Arracacha*,Plátano hartón verde
2533.0,2533.0,1480.0,1867.0,1767.0,1767.0,1533.0,2067.0,1360.0,1762.0,587.0,806.0,4333.0,1350.0,1033.0,1033.0,2011.0,2011.0,3551.0,1182.0,1470.0,5965.0,2433.0,2300.0,1067.0,1333.0,1133.0,1710.0,1306.0,1417.0
2767.0,2767.0,1267.0,1722.0,1733.0,1733.0,1667.0,1567.0,1413.0,1714.0,872.0,872.0,4333.0,1350.0,3600.0,1133.0,1848.0,1848.0,3551.0,1182.0,1470.0,5965.0,2467.0,2133.0,1080.0,1278.0,1133.0,1768.0,1028.0,1467.0
3467.0,3467.0,1533.0,1589.0,1767.0,1767.0,1627.0,1467.0,1440.0,1595.0,680.0,972.0,4167.0,1233.0,3844.0,1033.0,1477.0,1477.0,3551.0,970.0,1333.0,5965.0,2667.0,2200.0,1120.0,1259.0,1100.0,1768.0,1111.0,1467.0
3467.0,3467.0,1567.0,1589.0,1867.0,1867.0,2067.0,1433.0,1533.0,1524.0,647.0,1000.0,3833.0,1300.0,4156.0,1033.0,1258.0,1258.0,3551.0,879.0,1258.0,6491.0,2433.0,2600.0,1133.0,1148.0,1044.0,1855.0,1194.0,1350.0
3667.0,3667.0,1567.0,1611.0,1833.0,1833.0,2427.0,1467.0,1533.0,1524.0,627.0,1028.0,3600.0,1300.0,4111.0,1033.0,1227.0,1227.0,3551.0,848.0,1182.0,6667.0,2233.0,2600.0,1120.0,1185.0,1044.0,1681.0,1306.0,1300.0
3933.0,3933.0,1667.0,1533.0,1867.0,1867.0,2333.0,1333.0,1667.0,1476.0,680.0,1028.0,3533.0,1283.0,4333.0,1067.0,1258.0,1258.0,3406.0,848.0,1182.0,6667.0,2233.0,2700.0,1067.0,1185.0,1044.0,1681.0,1306.0,1350.0
4000.0,4000.0,1533.0,1533.0,1867.0,1867.0,2467.0,1233.0,1667.0,1524.0,680.0,1028.0,3467.0,1300.0,4444.0,1067.0,1333.0,1333.0,3333.0,879.0,1182.0,6667.0,2233.0,2600.0,1067.0,1185.0,1233.0,1710.0,1333.0,1433.0
3667.0,3667.0,1567.0,1256.0,1933.0,1933.0,2467.0,1233.0,1667.0,1524.0,680.0,1028.0,3767.0,1300.0,4556.0,1067.0,1212.0,1212.0,3333.0,773.0,1182.0,6667.0,2233.0,2633.0,1033.0,1185.0,1289.0,1667.0,1056.0,1433.0
635.0,3967.0,1533.0,1311.0,1767.0,1767.0,1033.0,1033.0,1533.0,1524.0,787.0,1056.0,3933.0,1267.0,4622.0,867.0,1182.0,1182.0,3188.0,848.0,1182.0,6667.0,2133.0,2667.0,1033.0,1148.0,1333.0,1638.0,1056.0,1467.0
646.0,3933.0,1533.0,1556.0,1633.0,1633.0,2467.0,967.0,1400.0,1595.0,740.0,1056.0,4000.0,1300.0,4556.0,867.0,1182.0,1182.0,3406.0,879.0,1333.0,6667.0,2333.0,2600.0,1033.0,1241.0,1111.0,1638.0,1111.0,1467.0
583.0,3367.0,1467.0,1556.0,1567.0,1567.0,2467.0,900.0,1333.0,1667.0,787.0,1139.0,4000.0,1350.0,4556.0,867.0,1106.0,1106.0,3333.0,848.0,1303.0,6667.0,2433.0,2600.0,1033.0,1315.0,1111.0,1638.0,1194.0,1617.0
604.0,3667.0,1533.0,1556.0,1633.0,1633.0,967.0,967.0,1333.0,1595.0,773.0,1139.0,3933.0,1350.0,4556.0,1067.0,1106.0,1106.0,3406.0,818.0,1303.0,6667.0,2367.0,2600.0,1033.0,1296.0,1044.0,1638.0,1139.0,1650.0
2933.0,2933.0,1567.0,1556.0,1967.0,1967.0,2600.0,883.0,1267.0,1524.0,1194.0,1194.0,4000.0,1300.0,4556.0,967.0,1788.0,1788.0,3333.0,879.0,1742.0,6930.0,2533.0,2600.0,953.0,1630.0,1256.0,1667.0,1222.0,1700.0
2700.0,2700.0,1433.0,1444.0,1967.0,1967.0,2467.0,867.0,1173.0,1476.0,833.0,1306.0,4000.0,1300.0,4889.0,900.0,1682.0,1682.0,3406.0,939.0,1788.0,6930.0,2567.0,2700.0,920.0,1630.0,1233.0,1710.0,1361.0,1700.0
646.0,2767.0,1233.0,1211.0,1967.0,1967.0,1900.0,833.0,1040.0,1476.0,900.0,1222.0,4333.0,1350.0,4889.0,933.0,1758.0,1758.0,3406.0,939.0,1818.0,6930.0,2533.0,2700.0,867.0,1630.0,1289.0,1710.0,1417.0,1700.0
604.0,2633.0,1133.0,1256.0,2000.0,2000.0,1733.0,867.0,1027.0,1619.0,933.0,1194.0,4100.0,1350.0,5333.0,900.0,1606.0,1606.0,3406.0,1030.0,1758.0,7018.0,2633.0,2867.0,833.0,1630.0,1200.0,1812.0,1278.0,1700.0
604.0,3067.0,967.0,1356.0,2000.0,2000.0,2000.0,933.0,1040.0,1619.0,867.0,1111.0,4200.0,1233.0,5222.0,867.0,1500.0,1500.0,3188.0,1000.0,1788.0,7018.0,2867.0,2900.0,867.0,1630.0,1200.0,1739.0,1278.0,1700.0
583.0,2867.0,933.0,1389.0,2200.0,2200.0,933.0,933.0,827.0,1524.0,867.0,1056.0,4433.0,1300.0,5444.0,1033.0,1848.0,1848.0,3261.0,939.0,1788.0,7193.0,2933.0,2833.0,867.0,1574.0,1311.0,1768.0,1700.0,1700.0
583.0,2767.0,967.0,1389.0,2267.0,2267.0,1300.0,967.0,827.0,1429.0,933.0,1111.0,4433.0,1300.0,5667.0,1033.0,1924.0,1924.0,3406.0,939.0,2273.0,7193.0,2933.0,2833.0,920.0,1611.0,1311.0,1768.0,1222.0,1700.0
594.0,2733.0,1167.0,1356.0,2367.0,2367.0,1360.0,1167.0,853.0,1476.0,933.0,1011.0,4167.0,1300.0,5889.0,967.0,1924.0,1924.0,3406.0,939.0,2273.0,7193.0,2967.0,2833.0,987.0,1574.0,1311.0,1768.0,1222.0,1700.0
594.0,2750.0,1167.0,1233.0,2400.0,2400.0,1480.0,1133.0,920.0,1595.0,967.0,1029.0,4150.0,1300.0,5778.0,1000.0,1818.0,1818.0,3551.0,886.0,2727.0,6754.0,2975.0,2833.0,953.0,1556.0,1333.0,1761.0,1638.0,1638.0
604.0,2750.0,1070.0,1200.0,2650.0,2650.0,1350.0,950.0,680.0,1476.0,1000.0,1058.0,4300.0,1250.0,5500.0,1050.0,1864.0,1864.0,3587.0,1068.0,2727.0,6184.0,3000.0,2833.0,1033.0,1528.0,1300.0,1783.0,1472.0,1638.0
604.0,2750.0,1050.0,1142.0,2750.0,2750.0,1340.0,950.0,620.0,1107.0,1000.0,1125.0,4300.0,1250.0,5500.0,1050.0,1841.0,1841.0,3478.0,1091.0,2727.0,6184.0,2900.0,2833.0,1100.0,1528.0,1300.0,1710.0,1472.0,1625.0
625.0,2750.0,990.0,1200.0,2950.0,2950.0,1440.0,967.0,667.0,1000.0,1000.0,1167.0,4450.0,1283.0,5367.0,1150.0,2348.0,2348.0,3478.0,1159.0,2727.0,6184.0,3150.0,2700.0,1033.0,1486.0,1289.0,1783.0,1361.0,1950.0
641.0,2850.0,1010.0,1750.0,3100.0,3100.0,1440.0,1167.0,840.0,1125.0,920.0,1139.0,4600.0,1283.0,5111.0,1450.0,2545.0,2545.0,3478.0,1364.0,2727.0,5921.0,3400.0,2700.0,1050.0,1528.0,1258.0,1783.0,1306.0,2000.0
688.0,2900.0,950.0,1750.0,3100.0,3100.0,1360.0,1125.0,800.0,1357.0,920.0,1125.0,4600.0,1350.0,5000.0,1450.0,2727.0,2727.0,3478.0,1364.0,2727.0,5658.0,3900.0,2650.0,1444.0,1444.0,1300.0,1783.0,1250.0,2000.0
688.0,2900.0,1000.0,1667.0,2900.0,2900.0,1260.0,1050.0,840.0,1357.0,850.0,1042.0,5000.0,1350.0,1350.0,1350.0,2841.0,2841.0,3478.0,1318.0,2727.0,5526.0,4100.0,2900.0,1444.0,1444.0,1300.0,1630.0,1292.0,2050.0
719.0,2550.0,1150.0,1583.0,2950.0,2950.0,1160.0,1267.0,840.0,1250.0,830.0,1042.0,5000.0,1350.0,4167.0,1250.0,3182.0,3182.0,3478.0,1303.0,2614.0,5526.0,4350.0,2867.0,1153.0,1389.0,1300.0,1710.0,1292.0,2050.0
750.0,2650.0,1000.0,1583.0,2950.0,2950.0,1160.0,1233.0,840.0,1250.0,830.0,1028.0,5000.0,1350.0,3889.0,1250.0,3182.0,3182.0,3478.0,1318.0,2670.0,5439.0,4100.0,2900.0,1167.0,1389.0,1300.0,1696.0,1292.0,2050.0
708.0,3067.0,1050.0,1583.0,2950.0,2950.0,1400.0,1233.0,840.0,1357.0,830.0,1125.0,4900.0,1325.0,3833.0,1050.0,3125.0,3125.0,3551.0,1432.0,2727.0,5263.0,4100.0,2700.0,1167.0,1264.0,1300.0,1739.0,1292.0,2125.0
766.0,3133.0,1030.0,1708.0,2900.0,2900.0,1900.0,1167.0,840.0,1393.0,767.0,1075.0,5350.0,1325.0,3567.0,1050.0,3409.0,3409.0,3406.0,1409.0,2727.0,4934.0,3650.0,2700.0,1167.0,1241.0,1300.0,1667.0,1278.0,2200.0
766.0,3100.0,980.0,1750.0,2900.0,2900.0,1960.0,1150.0,840.0,1393.0,750.0,1042.0,5500.0,1325.0,3250.0,1050.0,3182.0,3182.0,3370.0,1409.0,2652.0,4868.0,3150.0,2650.0,1150.0,1250.0,1300.0,1696.0,1292.0,2200.0
766.0,3100.0,1050.0,1689.0,2933.0,2933.0,2060.0,1050.0,827.0,713.0,713.0,1028.0,5667.0,1300.0,3167.0,1150.0,3182.0,3182.0,3152.0,1318.0,2576.0,4868.0,3250.0,2600.0,1200.0,1056.0,1300.0,1696.0,1375.0,2075.0
734.0,3100.0,950.0,1750.0,2900.0,2900.0,2170.0,1067.0,840.0,1714.0,675.0,1111.0,1400.0,1400.0,2983.0,1250.0,3333.0,3333.0,3120.0,1318.0,2348.0,4605.0,3300.0,2767.0,1200.0,1000.0,1233.0,1663.0,1375.0,2050.0
708.0,3100.0,930.0,1750.0,2900.0,2900.0,2380.0,1033.0,840.0,1804.0,620.0,1100.0,6000.0,1450.0,3022.0,1333.0,3333.0,3333.0,3145.0,1318.0,2348.0,4487.0,3275.0,2700.0,1200.0,944.0,1217.0,1587.0,1375.0,2025.0
698.0,3100.0,940.0,1850.0,2900.0,2900.0,2450.0,1067.0,707.0,1821.0,620.0,1050.0,5933.0,1438.0,3133.0,1250.0,3152.0,3152.0,3120.0,1318.0,1955.0,4298.0,2925.0,2800.0,1200.0,861.0,1300.0,1696.0,1306.0,1925.0
698.0,3525.0,1020.0,1883.0,3100.0,3100.0,2427.0,1050.0,700.0,1768.0,587.0,892.0,6000.0,1463.0,3183.0,1250.0,3182.0,3182.0,2967.0,1409.0,1864.0,4118.0,2800.0,2900.0,1130.0,875.0,1283.0,1783.0,1292.0,1800.0
708.0,3400.0,1070.0,1883.0,3100.0,3100.0,2427.0,933.0,740.0,1750.0,585.0,892.0,6000.0,1450.0,3183.0,1250.0,3212.0,3212.0,2935.0,1409.0,4000.0,4000.0,2875.0,3250.0,1087.0,889.0,1300.0,1783.0,1242.0,1775.0
698.0,3500.0,1020.0,1742.0,2900.0,2900.0,2360.0,967.0,700.0,850.0,850.0,875.0,6000.0,1400.0,3100.0,1450.0,3182.0,3182.0,3000.0,1523.0,1788.0,4175.0,2600.0,3400.0,1013.0,861.0,1333.0,1783.0,1292.0,1550.0
698.0,3100.0,1000.0,1783.0,2567.0,2567.0,2040.0,1033.0,660.0,1810.0,830.0,875.0,6000.0,1400.0,3133.0,1550.0,3227.0,3227.0,3072.0,1636.0,1742.0,4123.0,2600.0,3400.0,987.0,861.0,1300.0,1696.0,1292.0,1550.0
667.0,2950.0,1020.0,1750.0,2600.0,2600.0,1650.0,1067.0,620.0,1786.0,845.0,875.0,6333.0,1400.0,3183.0,1550.0,3068.0,3068.0,2967.0,1636.0,1739.0,4000.0,2600.0,3250.0,930.0,833.0,1217.0,1663.0,1056.0,1675.0
533.0,1375.0,1375.0,1950.0,3000.0,3000.0,2000.0,1200.0,600.0,3000.0,1200.0,888.0,3333.0,3333.0,3333.0,2571.0,2571.0,2950.0,2950.0,4933.0,4933.0,4933.0,4933.0,4933.0,883.0,1360.0,1360.0,1740.0,1240.0,1240.0
729.0,3125.0,930.0,1550.0,2525.0,2525.0,1500.0,1450.0,660.0,1607.0,755.0,900.0,6500.0,1400.0,3050.0,1550.0,3023.0,3023.0,2989.0,1773.0,1625.0,4123.0,2900.0,3067.0,1033.0,889.0,1217.0,1587.0,1208.0,1975.0
708.0,3300.0,1000.0,1644.0,2550.0,2550.0,1227.0,1467.0,720.0,1607.0,780.0,938.0,6167.0,1383.0,3100.0,1500.0,3227.0,3227.0,3109.0,1773.0,1561.0,4298.0,2733.0,3100.0,987.0,1056.0,1217.0,1696.0,1278.0,1950.0
708.0,3275.0,1000.0,1633.0,2550.0,2550.0,1240.0,1233.0,700.0,1595.0,780.0,928.0,6000.0,1450.0,3267.0,1550.0,3318.0,3318.0,3207.0,1818.0,1561.0,4298.0,2600.0,3025.0,987.0,1056.0,1217.0,1696.0,1322.0,1950.0
708.0,2900.0,1070.0,1550.0,2100.0,2100.0,1160.0,1167.0,700.0,1714.0,730.0,944.0,6000.0,1438.0,3100.0,1550.0,3182.0,3182.0,3152.0,1773.0,1545.0,4298.0,2650.0,3100.0,973.0,1139.0,1217.0,1696.0,1222.0,1950.0
688.0,3300.0,930.0,1300.0,1933.0,1933.0,1240.0,1233.0,740.0,680.0,680.0,892.0,6167.0,1450.0,3167.0,1650.0,2682.0,2682.0,3087.0,1773.0,1561.0,4298.0,2400.0,3100.0,1050.0,1208.0,1217.0,1587.0,1125.0,2125.0
646.0,3300.0,887.0,1192.0,2400.0,2400.0,1560.0,1275.0,780.0,1857.0,655.0,933.0,6000.0,1425.0,3083.0,1650.0,1977.0,1977.0,3043.0,1818.0,1511.0,4298.0,2400.0,3100.0,1120.0,1167.0,1167.0,1576.0,1208.0,2288.0
625.0,3275.0,860.0,1133.0,2500.0,2500.0,1910.0,1433.0,990.0,1964.0,635.0,983.0,6000.0,1425.0,3167.0,1650.0,1534.0,1534.0,3043.0,1788.0,1470.0,4298.0,2400.0,3100.0,1180.0,1208.0,1200.0,1554.0,1317.0,2300.0
583.0,3500.0,787.0,1050.0,2700.0,2700.0,2000.0,1367.0,1020.0,2250.0,620.0,1025.0,5600.0,1400.0,3000.0,1600.0,1409.0,1409.0,3145.0,1697.0,1409.0,4298.0,2600.0,3100.0,1130.0,1167.0,1200.0,1620.0,1317.0,2200.0
615.0,3475.0,835.0,958.0,2900.0,2900.0,2070.0,1433.0,1027.0,2071.0,585.0,1083.0,5200.0,1400.0,2933.0,1650.0,1440.0,1394.0,3141.0,1580.0,1420.0,4421.0,2900.0,3067.0,1080.0,1264.0,1192.0,1565.0,2200.0,2200.0
625.0,3200.0,885.0,908.0,2350.0,2350.0,2050.0,1467.0,1027.0,1893.0,560.0,1333.0,5067.0,1400.0,2917.0,1600.0,1467.0,1364.0,3188.0,1648.0,1318.0,4439.0,2900.0,3100.0,1075.0,1361.0,1208.0,1587.0,1292.0,2125.0
646.0,2950.0,920.0,867.0,2325.0,2325.0,1650.0,1533.0,1100.0,1929.0,525.0,1361.0,5000.0,1450.0,2933.0,1550.0,1493.0,1409.0,3217.0,1659.0,1318.0,4561.0,2900.0,2933.0,1070.0,1250.0,1192.0,1696.0,1375.0,1950.0
667.0,2875.0,920.0,800.0,2350.0,2350.0,1260.0,1433.0,1040.0,1857.0,510.0,1458.0,5000.0,1450.0,3100.0,1550.0,1493.0,1409.0,3196.0,1795.0,1333.0,4649.0,2700.0,2925.0,1120.0,1167.0,1158.0,1696.0,1472.0,1825.0
688.0,2767.0,925.0,700.0,2475.0,2475.0,1300.0,1267.0,1040.0,1857.0,500.0,1389.0,4933.0,1463.0,3044.0,1550.0,1476.0,1439.0,3207.0,1864.0,1303.0,4737.0,2625.0,2900.0,1113.0,1222.0,1122.0,1768.0,1444.0,1763.0
698.0,2700.0,900.0,725.0,2300.0,2300.0,1560.0,1267.0,970.0,1786.0,507.0,1111.0,4600.0,1463.0,3833.0,1250.0,1365.0,989.0,3000.0,1848.0,1333.0,4912.0,2100.0,2967.0,1080.0,1250.0,1089.0,1696.0,1389.0,1700.0
698.0,2725.0,980.0,758.0,2125.0,2125.0,1670.0,1233.0,840.0,1786.0,490.0,1111.0,4233.0,1463.0,3767.0,1150.0,1364.0,1023.0,3043.0,1773.0,1424.0,4965.0,1950.0,2925.0,1060.0,1167.0,1083.0,1652.0,1444.0,1700.0
667.0,2725.0,1000.0,858.0,2100.0,2100.0,1980.0,1367.0,870.0,1839.0,480.0,1111.0,3967.0,1463.0,3683.0,1150.0,1323.0,1000.0,3043.0,1758.0,1485.0,4965.0,1875.0,2967.0,1033.0,1236.0,1033.0,1696.0,1389.0,1725.0
646.0,2700.0,930.0,908.0,2100.0,2100.0,1860.0,1250.0,840.0,1738.0,480.0,1194.0,3867.0,1463.0,3850.0,1200.0,1376.0,864.0,2967.0,1727.0,1409.0,5263.0,1875.0,2875.0,1000.0,1250.0,1133.0,1696.0,1389.0,1775.0
646.0,2725.0,1000.0,858.0,2150.0,2150.0,1660.0,1167.0,840.0,1714.0,513.0,1278.0,3750.0,1463.0,3733.0,1150.0,1227.0,920.0,3152.0,1761.0,1394.0,5263.0,1800.0,2700.0,1013.0,1250.0,1192.0,1793.0,1444.0,1875.0
615.0,2800.0,1020.0,867.0,2400.0,2400.0,1560.0,1033.0,870.0,1714.0,547.0,1194.0,3867.0,1463.0,3850.0,1200.0,1173.0,966.0,3261.0,1739.0,1470.0,5263.0,1700.0,2575.0,1080.0,1264.0,1225.0,1793.0,1433.0,1875.0
615.0,2833.0,1070.0,1133.0,1910.0,1910.0,1910.0,967.0,900.0,1786.0,530.0,1361.0,3933.0,1438.0,3833.0,1450.0,1080.0,955.0,3217.0,1739.0,1557.0,5175.0,1750.0,2800.0,1050.0,1278.0,1167.0,1815.0,1389.0,2025.0
615.0,2925.0,1155.0,1133.0,2900.0,2900.0,1740.0,1167.0,900.0,1768.0,510.0,1611.0,3867.0,1450.0,4117.0,1492.0,1160.0,795.0,3315.0,1625.0,1659.0,5175.0,1750.0,2925.0,1013.0,1222.0,1175.0,1946.0,1472.0,2175.0
604.0,2875.0,1165.0,1142.0,2575.0,2575.0,1650.0,1233.0,880.0,1696.0,485.0,1521.0,3933.0,1467.0,4467.0,1500.0,1160.0,807.0,3380.0,1602.0,1773.0,5263.0,1850.0,2967.0,1035.0,1208.0,1167.0,2043.0,1500.0,2225.0
583.0,3100.0,1110.0,967.0,2675.0,2675.0,1560.0,967.0,770.0,1714.0,470.0,1639.0,3867.0,1500.0,4783.0,1544.0,1104.0,803.0,3304.0,1545.0,1848.0,5175.0,1900.0,2833.0,990.0,1167.0,1144.0,2116.0,1556.0,2225.0
573.0,3000.0,1155.0,1033.0,2875.0,2875.0,1460.0,1033.0,840.0,1786.0,460.0,1500.0,3867.0,1550.0,5167.0,1495.0,1072.0,795.0,3478.0,1485.0,1773.0,5175.0,2025.0,2850.0,980.0,1250.0,1092.0,2464.0,1472.0,2313.0
563.0,2875.0,1200.0,1042.0,2875.0,2875.0,1360.0,1033.0,860.0,1839.0,485.0,1194.0,3867.0,1533.0,5500.0,1546.0,1092.0,750.0,3507.0,1500.0,1773.0,5351.0,1767.0,2800.0,987.0,1250.0,1125.0,2457.0,1361.0,2250.0
563.0,3150.0,1200.0,967.0,2800.0,2800.0,1350.0,1067.0,790.0,1976.0,475.0,1278.0,3667.0,1550.0,5450.0,1631.0,1000.0,742.0,3507.0,1439.0,1788.0,5263.0,1833.0,2575.0,1027.0,1319.0,1117.0,2362.0,1389.0,2213.0
552.0,2700.0,1210.0,1033.0,2725.0,2725.0,1350.0,1067.0,760.0,1964.0,473.0,1194.0,3567.0,1550.0,5450.0,1682.0,800.0,712.0,3478.0,1439.0,1773.0,5351.0,1950.0,2600.0,1040.0,1319.0,1125.0,2380.0,1361.0,2163.0
552.0,2900.0,1350.0,1217.0,2700.0,2700.0,1240.0,1133.0,810.0,2071.0,505.0,1528.0,3533.0,1550.0,5489.0,1656.0,800.0,705.0,3402.0,1394.0,1875.0,5351.0,1925.0,2575.0,1067.0,1319.0,1092.0,2391.0,1472.0,2175.0
552.0,3100.0,1550.0,1300.0,2700.0,2700.0,1460.0,1233.0,850.0,2071.0,520.0,1438.0,3600.0,1550.0,5800.0,1621.0,820.0,693.0,3348.0,1394.0,2000.0,5351.0,1925.0,2575.0,1000.0,1250.0,1100.0,2739.0,1556.0,2125.0
573.0,3100.0,1650.0,1217.0,2675.0,2675.0,1573.0,1267.0,840.0,1893.0,555.0,1167.0,3533.0,1550.0,6917.0,1608.0,1016.0,705.0,3326.0,1500.0,2159.0,5351.0,1950.0,2575.0,987.0,1250.0,1058.0,2565.0,1556.0,2075.0
594.0,3300.0,1620.0,1217.0,2700.0,2700.0,1760.0,1267.0,840.0,1714.0,580.0,1167.0,3467.0,1550.0,7000.0,1648.0,1072.0,716.0,3283.0,1443.0,2341.0,5351.0,2050.0,2575.0,953.0,1167.0,1033.0,2457.0,1528.0,2163.0
615.0,2925.0,1555.0,1458.0,2475.0,2475.0,2610.0,1400.0,867.0,2018.0,673.0,1292.0,3400.0,1533.0,6667.0,1608.0,1227.0,955.0,3174.0,1470.0,2848.0,5351.0,2600.0,2433.0,920.0,1167.0,1142.0,2685.0,1472.0,1700.0
615.0,2925.0,1553.0,1467.0,2475.0,2475.0,2610.0,1467.0,890.0,1946.0,720.0,1278.0,3433.0,1550.0,6333.0,1606.0,1300.0,955.0,3098.0,1515.0,3000.0,5351.0,2775.0,2400.0,887.0,1167.0,1158.0,2772.0,1528.0,1700.0
604.0,2900.0,1460.0,1458.0,2325.0,2325.0,2500.0,1333.0,970.0,1839.0,773.0,1322.0,3233.0,1533.0,5778.0,1520.0,1320.0,879.0,2891.0,1439.0,3045.0,5351.0,2575.0,2400.0,940.0,1264.0,1158.0,2554.0,1472.0,1625.0
573.0,2875.0,1505.0,1592.0,2275.0,2275.0,2550.0,1333.0,1140.0,1732.0,775.0,1500.0,3067.0,1550.0,5350.0,1542.0,1308.0,875.0,2946.0,1424.0,3000.0,5439.0,2825.0,2250.0,920.0,1597.0,1208.0,2663.0,1472.0,1538.0
573.0,2800.0,1505.0,1642.0,2300.0,2300.0,2590.0,1333.0,1160.0,1643.0,787.0,1444.0,2933.0,1550.0,5217.0,1548.0,1328.0,894.0,2891.0,1424.0,2924.0,5614.0,2925.0,2133.0,973.0,1875.0,1233.0,2717.0,1528.0,1538.0
573.0,2925.0,1600.0,1589.0,2325.0,2325.0,2100.0,1333.0,1150.0,1554.0,727.0,1444.0,2867.0,1450.0,4889.0,1463.0,1403.0,833.0,2946.0,1424.0,2803.0,5702.0,2425.0,2233.0,920.0,1903.0,1233.0,2717.0,1611.0,1538.0
573.0,2800.0,1555.0,1533.0,2200.0,2200.0,1790.0,1233.0,1160.0,1482.0,713.0,1194.0,2933.0,1463.0,4556.0,1450.0,1429.0,894.0,2913.0,1439.0,2924.0,5702.0,2425.0,2333.0,925.0,1875.0,1289.0,2707.0,1646.0,1650.0
563.0,2733.0,1573.0,1478.0,2167.0,2167.0,1773.0,1050.0,1110.0,1429.0,720.0,1211.0,3000.0,1533.0,4511.0,1477.0,1440.0,924.0,2884.0,1515.0,3121.0,5702.0,2400.0,2225.0,920.0,1907.0,1278.0,2638.0,1611.0,1750.0
563.0,2533.0,1500.0,1500.0,1900.0,1900.0,1400.0,900.0,1133.0,1643.0,707.0,1156.0,3000.0,1533.0,4467.0,1512.0,939.0,939.0,2855.0,1561.0,3152.0,5702.0,2433.0,2167.0,920.0,1889.0,1289.0,2522.0,1806.0,1700.0
552.0,2333.0,1533.0,1533.0,1767.0,1767.0,1573.0,1000.0,1147.0,1571.0,707.0,1167.0,3000.0,1500.0,4400.0,1350.0,955.0,955.0,2913.0,1561.0,5439.0,5439.0,2067.0,2233.0,920.0,1889.0,1289.0,2449.0,1806.0,1667.0
542.0,2420.0,1500.0,1500.0,1840.0,1840.0,1747.0,1067.0,1200.0,1500.0,653.0,1083.0,3200.0,1583.0,4378.0,1318.0,985.0,985.0,2957.0,1439.0,5526.0,5526.0,2000.0,2433.0,940.0,1833.0,1289.0,2391.0,1778.0,1617.0
490.0,2633.0,1390.0,1458.0,2033.0,2033.0,1773.0,1133.0,1307.0,1524.0,687.0,1096.0,3233.0,1350.0,4111.0,1432.0,1061.0,1061.0,3014.0,1439.0,5877.0,5877.0,1767.0,2450.0,987.0,1815.0,1192.0,2420.0,1889.0,1750.0
484.0,2333.0,1375.0,1425.0,2033.0,2033.0,1800.0,1100.0,1360.0,1482.0,700.0,1042.0,3233.0,1400.0,3889.0,1412.0,1091.0,1091.0,3043.0,1561.0,5702.0,5702.0,2000.0,2500.0,900.0,1889.0,1289.0,2319.0,1889.0,1750.0
495.0,2133.0,1267.0,1422.0,2033.0,2033.0,1867.0,1133.0,1400.0,1429.0,733.0,1000.0,3233.0,1233.0,3889.0,1591.0,1091.0,1091.0,3043.0,1515.0,5702.0,5702.0,2000.0,2433.0,887.0,1852.0,1278.0,2174.0,1889.0,1750.0
484.0,2267.0,1147.0,1333.0,2033.0,2033.0,1933.0,1100.0,1467.0,1464.0,933.0,1000.0,3433.0,1283.0,3111.0,1700.0,1182.0,1182.0,2971.0,1364.0,5439.0,5439.0,2000.0,2367.0,900.0,1852.0,1333.0,2246.0,1944.0,1667.0
474.0,2433.0,1133.0,1389.0,2033.0,2033.0,1933.0,1117.0,1467.0,1500.0,933.0,1000.0,3500.0,1285.0,3222.0,1670.0,1136.0,1136.0,2826.0,1894.0,5439.0,5439.0,2000.0,2500.0,933.0,1667.0,1278.0,2174.0,1778.0,1750.0
469.0,2267.0,1133.0,1278.0,2067.0,2067.0,2067.0,1133.0,1533.0,1500.0,867.0,1000.0,3500.0,1300.0,3222.0,1583.0,1212.0,1212.0,2971.0,1894.0,5614.0,5614.0,1933.0,2500.0,933.0,1630.0,1333.0,2174.0,1778.0,1833.0
474.0,2500.0,1180.0,1278.0,2033.0,2033.0,2133.0,1133.0,1400.0,1429.0,767.0,1000.0,3800.0,1250.0,3222.0,1670.0,1451.0,1470.0,2899.0,1894.0,5439.0,5439.0,1867.0,2667.0,933.0,1630.0,1389.0,2029.0,1722.0,1800.0
469.0,2467.0,1080.0,1333.0,2267.0,2267.0,2200.0,1150.0,1440.0,1738.0,733.0,917.0,883.0,883.0,3222.0,1674.0,1364.0,1364.0,2870.0,1788.0,5263.0,5263.0,1933.0,2667.0,975.0,1630.0,1311.0,1928.0,1556.0,1883.0
474.0,2467.0,1033.0,1278.0,2200.0,2200.0,2267.0,1167.0,1440.0,1810.0,733.0,972.0,3500.0,875.0,3222.0,1608.0,1504.0,1288.0,2754.0,1682.0,5455.0,5351.0,2000.0,2600.0,967.0,1500.0,1311.0,1957.0,1528.0,1967.0
490.0,2333.0,1033.0,1222.0,2200.0,2200.0,2333.0,1150.0,1440.0,1786.0,733.0,1056.0,3933.0,908.0,3111.0,1511.0,1477.0,1394.0,2899.0,1667.0,5455.0,5614.0,2000.0,2600.0,933.0,1333.0,1311.0,1812.0,1444.0,2000.0
